invoice_no,order_sales,order_items,unique_products,customer_id,country,invoice_date
530537,15.9,2,1,12748.0,United Kingdom,2010-11-03 12:49:00
530538,132.48,62,24,14606.0,United Kingdom,2010-11-03 12:55:00
530540,340.05,166,20,12793.0,Portugal,2010-11-03 13:05:00
530541,118.5,70,7,17420.0,United Kingdom,2010-11-03 13:09:00
530542,92.25,31,6,17420.0,United Kingdom,2010-11-03 13:09:00
530543,232.21,106,32,15005.0,United Kingdom,2010-11-03 13:10:00
530544,1250.4,780,23,14646.0,Netherlands,2010-11-03 13:13:00
530545,147.6,88,9,14494.0,United Kingdom,2010-11-03 13:13:00
530546,90.0,24,3,16183.0,United Kingdom,2010-11-03 13:14:00
530548,299.53,229,20,13500.0,United Kingdom,2010-11-03 13:16:00
530550,196.1,109,28,14988.0,United Kingdom,2010-11-03 13:18:00
530552,187.85,49,11,14312.0,United Kingdom,2010-11-03 13:20:00
530553,574.25,16,2,14156.0,EIRE,2010-11-03 13:29:00
530556,59.400000000000006,12,1,15233.0,United Kingdom,2010-11-03 13:36:00
530557,237.3,115,12,15311.0,United Kingdom,2010-11-03 13:38:00
530559,225.44,246,17,13686.0,United Kingdom,2010-11-03 13:44:00
530560,204.62,21,4,15158.0,United Kingdom,2010-11-03 13:46:00
530561,261.3,72,22,14398.0,United Kingdom,2010-11-03 13:46:00
530562,599.17,350,84,16012.0,United Kingdom,2010-11-03 13:47:00
530563,171.63,69,12,14450.0,United Kingdom,2010-11-03 13:48:00
530564,220.38,250,14,14484.0,United Kingdom,2010-11-03 13:50:00
530565,181.54000000000002,114,12,12877.0,United Kingdom,2010-11-03 13:53:00
530567,198.29,146,36,17254.0,United Kingdom,2010-11-03 14:00:00
530568,316.95,103,44,13554.0,United Kingdom,2010-11-03 14:02:00
530569,253.68,204,2,13249.0,United Kingdom,2010-11-03 14:05:00
530570,110.51,67,21,16725.0,United Kingdom,2010-11-03 14:15:00
530571,693.78,516,96,15752.0,United Kingdom,2010-11-03 14:22:00
530572,447.55,213,29,14667.0,United Kingdom,2010-11-03 14:32:00
530574,61.9,20,4,13080.0,United Kingdom,2010-11-03 14:34:00
530575,307.85,94,30,16033.0,United Kingdom,2010-11-03 14:36:00
530576,1220.16,432,12,15903.0,United Kingdom,2010-11-03 14:36:00
530577,618.5999999999999,420,4,16422.0,United Kingdom,2010-11-03 14:36:00
530584,306.0,192,7,17235.0,United Kingdom,2010-11-03 14:39:00
530585,137.7,96,9,16542.0,United Kingdom,2010-11-03 14:44:00
530586,414.7,210,17,16178.0,United Kingdom,2010-11-03 14:46:00
530587,228.8,38,9,15611.0,United Kingdom,2010-11-03 14:49:00
530588,1993.34,1450,38,15481.0,Norway,2010-11-03 14:52:00
530589,319.19,137,49,17126.0,United Kingdom,2010-11-03 14:55:00
530590,997.61,451,21,13319.0,United Kingdom,2010-11-03 14:57:00
530608,114.05000000000001,37,7,13034.0,United Kingdom,2010-11-03 15:22:00
530610,258.99,116,15,14156.0,EIRE,2010-11-03 15:38:00
530611,247.56,160,8,13049.0,United Kingdom,2010-11-03 15:39:00
530612,420.83,193,43,16712.0,United Kingdom,2010-11-03 15:45:00
530613,292.5,202,16,15628.0,United Kingdom,2010-11-03 15:46:00
530615,200.73,151,39,16712.0,United Kingdom,2010-11-03 15:54:00
530616,90.60000000000001,60,6,16050.0,United Kingdom,2010-11-03 15:55:00
530631,285.33,144,26,16775.0,United Kingdom,2010-11-03 16:05:00
530640,249.0,28,5,15288.0,United Kingdom,2010-11-03 16:26:00
530641,61.2,72,1,15288.0,United Kingdom,2010-11-03 16:28:00
530642,648.0,360,1,17949.0,United Kingdom,2010-11-03 16:34:00
530646,640.26,160,11,15270.0,United Kingdom,2010-11-04 08:37:00
530647,640.26,160,11,15270.0,United Kingdom,2010-11-04 08:39:00
530648,3621.66,1430,39,14062.0,United Kingdom,2010-11-04 08:41:00
530649,282.1,182,13,12839.0,United Kingdom,2010-11-04 08:46:00
530650,475.95,87,11,12540.0,Spain,2010-11-04 09:05:00
530651,289.15,67,10,16590.0,United Kingdom,2010-11-04 09:06:00
530655,377.46,330,26,13987.0,United Kingdom,2010-11-04 09:54:00
530656,179.1,42,18,15888.0,United Kingdom,2010-11-04 09:59:00
530657,469.55,181,67,12933.0,United Kingdom,2010-11-04 10:13:00
530658,92.6,44,6,15724.0,United Kingdom,2010-11-04 10:22:00
530659,304.18,170,16,15073.0,United Kingdom,2010-11-04 10:26:00
530660,280.5,50,5,14952.0,United Kingdom,2010-11-04 10:27:00
530661,761.0600000000001,406,13,14911.0,EIRE,2010-11-04 10:37:00
530662,454.81,203,23,15255.0,United Kingdom,2010-11-04 10:42:00
530663,272.1,124,17,15255.0,United Kingdom,2010-11-04 10:43:00
530665,434.0,98,15,14047.0,United Kingdom,2010-11-04 10:48:00
530666,17.700000000000003,6,1,14047.0,United Kingdom,2010-11-04 10:49:00
530669,10.0,1,1,12415.0,Australia,2010-11-04 10:57:00
530708,2389.62,726,28,14737.0,United Kingdom,2010-11-04 11:29:00
530709,246.01999999999998,90,31,16887.0,United Kingdom,2010-11-04 11:29:00
530714,7325.68,9640,5,16754.0,United Kingdom,2010-11-04 11:35:00
530715,17022.239999999998,15696,2,15838.0,United Kingdom,2010-11-04 11:36:00
530716,177.76,170,19,17987.0,United Kingdom,2010-11-04 11:37:00
530717,644.4,336,5,16029.0,United Kingdom,2010-11-04 11:37:00
530718,882.96,104,1,16029.0,United Kingdom,2010-11-04 11:38:00
530719,116.42,94,5,18087.0,United Kingdom,2010-11-04 11:39:00
530720,283.8,124,2,16029.0,United Kingdom,2010-11-04 11:39:00
530721,305.28,288,2,16029.0,United Kingdom,2010-11-04 11:40:00
530731,311.78000000000003,156,18,15270.0,United Kingdom,2010-11-04 11:48:00
530733,403.98,196,17,15489.0,United Kingdom,2010-11-04 11:48:00
530742,359.84000000000003,285,25,14136.0,United Kingdom,2010-11-04 11:53:00
530750,463.90000000000003,155,76,16782.0,United Kingdom,2010-11-04 11:55:00
530753,2395.73,967,100,12949.0,United Kingdom,2010-11-04 11:56:00
530763,1174.55,695,69,15379.0,United Kingdom,2010-11-04 11:59:00
530778,127.85,23,6,17935.0,United Kingdom,2010-11-04 12:06:00
530780,226.20000000000002,44,8,12949.0,United Kingdom,2010-11-04 12:06:00
530785,829.1800000000001,499,57,17702.0,United Kingdom,2010-11-04 12:09:00
530788,76.5,6,1,16060.0,United Kingdom,2010-11-04 12:10:00
530792,1525.39,683,41,15332.0,Lithuania,2010-11-04 12:17:00
530793,422.48,356,78,15910.0,United Kingdom,2010-11-04 12:18:00
530795,102.36000000000001,72,5,15160.0,United Kingdom,2010-11-04 12:24:00
530796,508.95,378,123,16391.0,United Kingdom,2010-11-04 12:27:00
530797,223.98,336,9,12914.0,United Kingdom,2010-11-04 12:28:00
530799,3993.6400000000003,3556,26,12497.0,Germany,2010-11-04 12:31:00
530800,110.5,54,8,16515.0,United Kingdom,2010-11-04 12:34:00
530801,189.7,134,23,17287.0,United Kingdom,2010-11-04 12:39:00
530802,188.94,119,30,17362.0,United Kingdom,2010-11-04 12:39:00
530803,119.84,46,20,16888.0,United Kingdom,2010-11-04 12:39:00
530804,136.2,60,4,13258.0,United Kingdom,2010-11-04 12:45:00
530808,270.14,196,12,18172.0,United Kingdom,2010-11-04 13:01:00
530809,342.69,221,74,13772.0,United Kingdom,2010-11-04 13:02:00
530810,627.51,397,75,16327.0,United Kingdom,2010-11-04 13:03:00
530811,416.45,209,93,13137.0,United Kingdom,2010-11-04 13:04:00
530812,200.4,66,24,15860.0,United Kingdom,2010-11-04 13:05:00
530813,507.6,600,2,13881.0,United Kingdom,2010-11-04 13:09:00
530814,612.0,240,1,13881.0,United Kingdom,2010-11-04 13:10:00
530818,543.0600000000001,249,100,13772.0,United Kingdom,2010-11-04 13:14:00
530826,115.67,63,15,18109.0,United Kingdom,2010-11-04 13:17:00
530828,530.08,380,32,15601.0,United Kingdom,2010-11-04 13:30:00
530829,548.5,342,36,14447.0,United Kingdom,2010-11-04 13:32:00
530830,387.47,133,48,15580.0,United Kingdom,2010-11-04 13:32:00
530833,115.8,159,6,17286.0,United Kingdom,2010-11-04 13:43:00
530834,2074.42,1338,28,16546.0,United Kingdom,2010-11-04 13:46:00
530835,100.80000000000001,48,2,16546.0,United Kingdom,2010-11-04 13:47:00
530836,240.6,108,13,14198.0,United Kingdom,2010-11-04 13:50:00
530837,125.76,94,40,17286.0,United Kingdom,2010-11-04 13:52:00
530838,359.63,328,31,13395.0,United Kingdom,2010-11-04 14:00:00
530840,1321.42,1044,31,16563.0,United Kingdom,2010-11-04 14:11:00
530841,335.82,160,16,15298.0,United Kingdom,2010-11-04 14:11:00
530843,1068.93,313,35,14895.0,United Kingdom,2010-11-04 14:21:00
530844,147.55,51,7,16350.0,United Kingdom,2010-11-04 14:21:00
530845,366.4,198,10,14895.0,United Kingdom,2010-11-04 14:25:00
530846,1277.49,1720,83,17977.0,United Kingdom,2010-11-04 14:26:00
530847,195.53,141,18,16707.0,United Kingdom,2010-11-04 14:39:00
530848,204.0,80,1,16705.0,United Kingdom,2010-11-04 14:46:00
530849,48.85000000000001,15,4,13648.0,United Kingdom,2010-11-04 14:46:00
530854,16.5,10,1,13597.0,United Kingdom,2010-11-04 14:54:00
530855,61.72,26,4,13303.0,United Kingdom,2010-11-04 14:55:00
530859,103.74000000000001,42,3,16147.0,United Kingdom,2010-11-04 14:56:00
530875,14.85,3,1,15347.0,United Kingdom,2010-11-04 15:03:00
530885,328.07,324,24,14085.0,United Kingdom,2010-11-04 15:07:00
530894,69.6,48,1,13172.0,United Kingdom,2010-11-04 15:10:00
530902,296.5,148,23,14099.0,United Kingdom,2010-11-04 15:13:00
530903,326.35,141,13,13999.0,United Kingdom,2010-11-04 15:23:00
530904,653.37,1179,9,15027.0,United Kingdom,2010-11-04 15:24:00
530905,455.1,162,18,17091.0,United Kingdom,2010-11-04 15:30:00
530906,473.38,254,45,17965.0,United Kingdom,2010-11-04 15:40:00
530908,594.0,120,2,12917.0,United Kingdom,2010-11-04 15:51:00
530909,79.5,10,5,17049.0,United Kingdom,2010-11-04 15:55:00
530911,85.0,20,5,12917.0,United Kingdom,2010-11-04 15:56:00
530912,1016.45,453,63,17049.0,United Kingdom,2010-11-04 15:58:00
530913,170.21,94,25,17757.0,United Kingdom,2010-11-04 16:03:00
530914,32.7,6,2,15729.0,United Kingdom,2010-11-04 16:07:00
530915,314.59,137,39,13660.0,United Kingdom,2010-11-04 16:10:00
530916,372.6,92,33,12958.0,United Kingdom,2010-11-04 16:16:00
530917,640.95,231,43,15023.0,United Kingdom,2010-11-04 16:28:00
530921,486.4,262,21,18259.0,United Kingdom,2010-11-04 16:36:00
530922,676.06,1022,9,14676.0,United Kingdom,2010-11-04 16:37:00
530923,331.55,129,15,13993.0,United Kingdom,2010-11-04 16:46:00
530924,111.0,20,4,13993.0,United Kingdom,2010-11-04 16:48:00
530925,391.24,196,25,16861.0,United Kingdom,2010-11-04 16:50:00
530926,313.2,216,5,13206.0,United Kingdom,2010-11-04 16:50:00
530927,330.02,178,54,18181.0,United Kingdom,2010-11-04 16:51:00
530928,242.32,122,29,17576.0,United Kingdom,2010-11-04 16:58:00
530932,1352.94,494,6,18087.0,United Kingdom,2010-11-04 17:10:00
530936,560.87,336,27,14911.0,EIRE,2010-11-04 17:18:00
530937,490.34999999999997,193,8,15093.0,United Kingdom,2010-11-04 17:33:00
530938,347.40000000000003,124,16,17469.0,United Kingdom,2010-11-04 17:36:00
530939,25.200000000000003,12,1,17469.0,United Kingdom,2010-11-04 17:37:00
530940,32.1,16,2,17469.0,United Kingdom,2010-11-04 17:38:00
530941,165.45000000000002,103,10,13903.0,United Kingdom,2010-11-04 17:44:00
530947,891.46,448,36,15856.0,United Kingdom,2010-11-04 18:00:00
530950,157.5,50,5,15425.0,United Kingdom,2010-11-04 18:13:00
530951,607.43,576,45,15521.0,United Kingdom,2010-11-04 18:34:00
530952,368.8,27,8,15521.0,United Kingdom,2010-11-04 18:40:00
530953,326.31,168,31,18168.0,United Kingdom,2010-11-04 18:42:00
530955,341.85,169,17,16128.0,United Kingdom,2010-11-04 18:48:00
530956,141.0,60,2,12843.0,United Kingdom,2010-11-04 18:53:00
530957,1395.06,736,42,17340.0,United Kingdom,2010-11-04 18:53:00
530958,254.79000000000002,175,20,16228.0,United Kingdom,2010-11-04 18:54:00
530959,462.02000000000004,242,15,14687.0,United Kingdom,2010-11-04 18:56:00
530960,198.65,87,20,16228.0,United Kingdom,2010-11-04 18:57:00
530961,200.0,160,4,14060.0,United Kingdom,2010-11-04 19:03:00
530962,211.95000000000002,83,29,17913.0,United Kingdom,2010-11-04 19:12:00
530963,500.0,400,1,15389.0,United Kingdom,2010-11-04 19:23:00
530964,356.0,170,35,13969.0,United Kingdom,2010-11-04 19:39:00
530965,457.0,262,29,15792.0,United Kingdom,2010-11-05 08:21:00
530966,2292.18,1336,78,12433.0,Norway,2010-11-05 08:27:00
530967,329.34000000000003,123,12,12817.0,Austria,2010-11-05 08:28:00
530969,909.58,424,39,13448.0,United Kingdom,2010-11-05 09:07:00
530970,2570.77,811,71,12477.0,Germany,2010-11-05 09:35:00
530972,442.73,317,26,13846.0,United Kingdom,2010-11-05 09:47:00
530973,470.46000000000004,234,14,14129.0,United Kingdom,2010-11-05 09:59:00
530974,317.8,144,10,14882.0,United Kingdom,2010-11-05 10:15:00
530975,436.6,162,13,14001.0,United Kingdom,2010-11-05 10:23:00
530976,388.1,80,13,16570.0,United Kingdom,2010-11-05 10:24:00
530977,31.6,8,1,16570.0,United Kingdom,2010-11-05 10:25:00
530978,154.3,74,8,13037.0,United Kingdom,2010-11-05 10:39:00
530980,1836.1,1106,31,17677.0,United Kingdom,2010-11-05 10:52:00
530981,1805.0,1000,2,17876.0,United Kingdom,2010-11-05 10:52:00
530982,136.0,16,2,17677.0,United Kingdom,2010-11-05 10:53:00
530998,697.47,321,70,15034.0,United Kingdom,2010-11-05 11:17:00
530999,191.0,59,9,14911.0,EIRE,2010-11-05 11:25:00
531000,188.85,109,17,16455.0,United Kingdom,2010-11-05 11:30:00
531002,100.85,15,13,14527.0,United Kingdom,2010-11-05 11:32:00
531003,195.35,68,39,15584.0,United Kingdom,2010-11-05 11:34:00
531004,311.28,232,13,16133.0,United Kingdom,2010-11-05 11:36:00
531006,361.35,149,17,16048.0,United Kingdom,2010-11-05 11:37:00
531010,1345.8600000000001,570,26,12406.0,Denmark,2010-11-05 11:42:00
531014,258.51,225,19,13278.0,United Kingdom,2010-11-05 11:42:00
531016,143.07,94,22,17790.0,United Kingdom,2010-11-05 11:43:00
531027,281.55,47,18,13118.0,United Kingdom,2010-11-05 11:49:00
531028,260.14,133,9,12712.0,Germany,2010-11-05 11:49:00
531043,282.5,74,54,13646.0,United Kingdom,2010-11-05 12:00:00
531055,282.96,291,17,12841.0,United Kingdom,2010-11-05 12:06:00
531064,644.9300000000001,240,38,16265.0,United Kingdom,2010-11-05 12:09:00
531069,2496.96,2160,2,17949.0,United Kingdom,2010-11-05 12:10:00
531080,43.75,5,4,13646.0,United Kingdom,2010-11-05 12:13:00
531112,374.98,212,18,12588.0,Finland,2010-11-05 12:38:00
531113,342.95,57,4,13113.0,United Kingdom,2010-11-05 12:39:00
531114,1028.5800000000002,504,24,15513.0,United Kingdom,2010-11-05 12:42:00
531115,152.73,360,28,12748.0,United Kingdom,2010-11-05 12:43:00
531119,103.0,30,17,14606.0,United Kingdom,2010-11-05 12:51:00
531121,40.0,1,1,12588.0,Finland,2010-11-05 12:53:00
531122,202.2,89,6,16607.0,United Kingdom,2010-11-05 12:57:00
531123,1376.1,378,24,14911.0,EIRE,2010-11-05 13:03:00
531124,175.3,61,7,16814.0,United Kingdom,2010-11-05 13:13:00
531125,174.5,56,11,17691.0,United Kingdom,2010-11-05 13:18:00
531126,180.3,208,8,15311.0,United Kingdom,2010-11-05 13:20:00
531128,17.700000000000003,6,1,14047.0,United Kingdom,2010-11-05 13:30:00
531129,299.5,100,14,13836.0,United Kingdom,2010-11-05 13:31:00
531130,1300.15,679,79,13615.0,United Kingdom,2010-11-05 13:42:00
531131,429.01,165,24,12749.0,United Kingdom,2010-11-05 13:55:00
531132,345.75,37,15,12749.0,United Kingdom,2010-11-05 13:56:00
531135,242.86,70,24,16919.0,United Kingdom,2010-11-05 14:09:00
531138,2147.82,802,38,13089.0,United Kingdom,2010-11-05 14:09:00
531141,57.900000000000006,18,2,13089.0,United Kingdom,2010-11-05 14:11:00
531162,307.95,100,63,17841.0,United Kingdom,2010-11-05 14:21:00
531176,355.0,124,11,13488.0,United Kingdom,2010-11-05 14:40:00
531189,492.38,271,18,13996.0,United Kingdom,2010-11-05 15:07:00
531190,719.1700000000001,519,23,12480.0,Germany,2010-11-05 15:08:00
531202,1090.98,162,2,17389.0,United Kingdom,2010-11-05 15:21:00
531204,5321.16,2224,28,17389.0,United Kingdom,2010-11-05 15:25:00
531205,620.0,420,21,12621.0,Germany,2010-11-05 15:32:00
531206,34.55,11,11,18018.0,United Kingdom,2010-11-05 15:52:00
531207,611.86,360,25,13154.0,United Kingdom,2010-11-05 16:00:00
531210,357.2,125,70,13263.0,United Kingdom,2010-11-05 16:07:00
531214,695.22,350,4,13798.0,United Kingdom,2010-11-05 16:24:00
531221,236.3,136,13,12450.0,Spain,2010-11-05 16:27:00
531227,346.41,235,32,14825.0,United Kingdom,2010-11-05 16:42:00
531229,136.68,101,15,13959.0,United Kingdom,2010-11-05 16:52:00
531235,113.32000000000001,44,7,15560.0,United Kingdom,2010-11-07 10:14:00
531236,40.2,28,3,15560.0,United Kingdom,2010-11-07 10:15:00
531237,728.76,237,16,15465.0,United Kingdom,2010-11-07 10:22:00
531239,193.35,129,10,13008.0,United Kingdom,2010-11-07 10:34:00
531240,569.0,407,44,16746.0,United Kingdom,2010-11-07 10:43:00
531241,164.3,84,13,14534.0,United Kingdom,2010-11-07 10:44:00
531243,298.44,210,24,16889.0,United Kingdom,2010-11-07 10:46:00
531244,179.4,146,13,16640.0,United Kingdom,2010-11-07 10:48:00
531245,260.4,103,54,13259.0,United Kingdom,2010-11-07 10:53:00
531246,53.65,15,9,13259.0,United Kingdom,2010-11-07 10:56:00
531247,539.1800000000001,213,38,16923.0,United Kingdom,2010-11-07 10:57:00
531248,517.29,263,47,16444.0,United Kingdom,2010-11-07 10:59:00
531249,124.45,45,7,12841.0,United Kingdom,2010-11-07 10:59:00
531250,192.45000000000002,91,12,16787.0,United Kingdom,2010-11-07 11:01:00
531251,819.75,256,8,14882.0,United Kingdom,2010-11-07 11:06:00
531252,195.36,119,33,16206.0,United Kingdom,2010-11-07 11:11:00
531253,50.4,70,1,16923.0,United Kingdom,2010-11-07 11:12:00
531254,389.74,310,35,18077.0,United Kingdom,2010-11-07 11:13:00
531255,1160.8999999999999,410,17,12873.0,United Kingdom,2010-11-07 11:15:00
531256,402.35,479,33,18245.0,United Kingdom,2010-11-07 11:20:00
531257,63.65,9,4,18245.0,United Kingdom,2010-11-07 11:20:00
531258,218.89000000000001,178,25,16115.0,United Kingdom,2010-11-07 11:27:00
531259,372.23,137,24,14127.0,United Kingdom,2010-11-07 11:37:00
531260,470.73,270,36,18083.0,United Kingdom,2010-11-07 11:44:00
531261,333.6,242,22,12951.0,United Kingdom,2010-11-07 11:45:00
531262,236.2,105,33,17068.0,United Kingdom,2010-11-07 11:45:00
531271,782.32,594,38,16401.0,United Kingdom,2010-11-07 11:52:00
531279,306.90000000000003,58,8,17525.0,United Kingdom,2010-11-07 11:54:00
531281,179.75,129,31,17062.0,United Kingdom,2010-11-07 11:55:00
531302,205.32,197,52,16904.0,United Kingdom,2010-11-07 12:03:00
531306,332.13,241,27,16560.0,United Kingdom,2010-11-07 12:04:00
531328,504.54,288,30,13849.0,United Kingdom,2010-11-07 12:13:00
531330,94.01,41,13,13634.0,United Kingdom,2010-11-07 12:21:00
531332,200.4,52,22,17372.0,United Kingdom,2010-11-07 12:28:00
531333,305.29,108,31,17774.0,United Kingdom,2010-11-07 12:31:00
531334,257.73,224,27,16416.0,United Kingdom,2010-11-07 12:35:00
531335,155.04,55,40,17931.0,United Kingdom,2010-11-07 12:36:00
531336,930.7,742,62,17160.0,United Kingdom,2010-11-07 12:37:00
531337,111.6,23,6,17006.0,United Kingdom,2010-11-07 12:38:00
531338,169.38,117,19,16928.0,United Kingdom,2010-11-07 12:47:00
531340,338.21,204,55,14593.0,United Kingdom,2010-11-07 12:51:00
531341,302.65000000000003,121,12,17033.0,United Kingdom,2010-11-07 12:55:00
531342,384.3,154,29,17041.0,United Kingdom,2010-11-07 12:56:00
531343,1003.59,293,46,15044.0,United Kingdom,2010-11-07 13:08:00
531344,258.18,154,36,17218.0,United Kingdom,2010-11-07 13:10:00
531345,208.8,201,13,12599.0,France,2010-11-07 13:14:00
531346,387.70000000000005,84,9,16430.0,United Kingdom,2010-11-07 13:15:00
531347,112.07,97,4,17871.0,United Kingdom,2010-11-07 13:21:00
531348,216.95000000000002,102,48,16931.0,United Kingdom,2010-11-07 13:24:00
531349,110.0,21,13,15581.0,United Kingdom,2010-11-07 13:30:00
531350,1116.05,1240,144,12748.0,United Kingdom,2010-11-07 13:31:00
531351,339.34,80,16,14203.0,United Kingdom,2010-11-07 13:35:00
531352,739.92,272,90,13137.0,United Kingdom,2010-11-07 13:45:00
531353,411.38,307,100,15571.0,United Kingdom,2010-11-07 13:47:00
531354,863.42,377,54,17107.0,United Kingdom,2010-11-07 13:50:00
531356,185.20000000000002,73,17,16559.0,United Kingdom,2010-11-07 13:52:00
531357,326.37,177,18,12437.0,France,2010-11-07 14:04:00
531358,750.58,366,17,14911.0,EIRE,2010-11-07 14:12:00
531359,728.8,432,96,13276.0,United Kingdom,2010-11-07 14:17:00
531361,178.55,45,10,12820.0,United Kingdom,2010-11-07 14:26:00
531362,171.71,106,26,13561.0,United Kingdom,2010-11-07 14:28:00
531363,137.45,23,5,16298.0,United Kingdom,2010-11-07 14:32:00
531364,141.25,125,3,14053.0,United Kingdom,2010-11-07 14:50:00
531365,365.48,191,45,17550.0,United Kingdom,2010-11-07 14:51:00
531366,804.95,367,40,14038.0,United Kingdom,2010-11-07 14:52:00
531367,336.8,185,17,13211.0,United Kingdom,2010-11-07 14:56:00
531368,280.41,163,36,16899.0,United Kingdom,2010-11-07 15:00:00
531369,192.5,58,10,13963.0,United Kingdom,2010-11-07 15:01:00
531370,335.78,123,46,16511.0,United Kingdom,2010-11-07 15:30:00
531371,926.81,848,98,12867.0,United Kingdom,2010-11-07 15:31:00
531372,951.82,583,35,12476.0,Germany,2010-11-07 15:34:00
531373,362.97,268,45,15996.0,United Kingdom,2010-11-07 15:49:00
531374,596.7,290,31,13178.0,United Kingdom,2010-11-07 15:50:00
531375,303.21,171,19,18277.0,United Kingdom,2010-11-07 15:52:00
531376,640.0,496,15,16553.0,United Kingdom,2010-11-07 15:56:00
531377,579.48,788,14,16553.0,United Kingdom,2010-11-07 15:57:00
531378,604.8199999999999,486,51,13564.0,United Kingdom,2010-11-07 15:58:00
531379,405.97,273,40,13649.0,United Kingdom,2010-11-07 16:03:00
531380,197.8,99,12,13884.0,United Kingdom,2010-11-07 16:19:00
531381,3.75,1,1,13884.0,United Kingdom,2010-11-07 16:21:00
531382,1304.28,698,182,16549.0,United Kingdom,2010-11-07 16:29:00
531385,476.83,341,23,15392.0,United Kingdom,2010-11-08 08:58:00
531388,90.0,5,1,12476.0,Germany,2010-11-08 09:35:00
531389,321.36,100,15,14758.0,United Kingdom,2010-11-08 09:42:00
531390,263.38,140,18,12892.0,United Kingdom,2010-11-08 09:51:00
531391,503.58000000000004,202,20,18260.0,United Kingdom,2010-11-08 09:56:00
531395,2520.84,1028,28,12435.0,Denmark,2010-11-08 10:07:00
531418,252.55,17,9,14180.0,United Kingdom,2010-11-08 10:21:00
531419,415.66,162,28,17377.0,United Kingdom,2010-11-08 10:24:00
531420,177.48,87,19,15921.0,United Kingdom,2010-11-08 10:24:00
531421,157.49,53,19,15039.0,United Kingdom,2010-11-08 10:44:00
531422,249.3,110,6,17716.0,United Kingdom,2010-11-08 10:44:00
531423,102.0,40,1,17716.0,United Kingdom,2010-11-08 10:45:00
531425,407.55,226,18,14420.0,United Kingdom,2010-11-08 10:49:00
531426,397.44,388,24,12778.0,Netherlands,2010-11-08 10:51:00
531427,138.28,36,13,15870.0,United Kingdom,2010-11-08 10:57:00
531431,311.62,120,22,13138.0,United Kingdom,2010-11-08 11:45:00
531432,210.14000000000001,142,14,13773.0,United Kingdom,2010-11-08 11:49:00
531433,668.861,299,38,13317.0,United Kingdom,2010-11-08 11:54:00
531435,351.66,280,38,14688.0,United Kingdom,2010-11-08 12:06:00
531436,514.4,422,28,16205.0,United Kingdom,2010-11-08 12:17:00
531437,737.56,463,42,13377.0,United Kingdom,2010-11-08 12:20:00
531438,438.8,268,8,14952.0,United Kingdom,2010-11-08 12:21:00
531439,271.66,128,40,12748.0,United Kingdom,2010-11-08 12:22:00
531440,316.73,194,56,16470.0,United Kingdom,2010-11-08 12:28:00
531441,308.2,196,20,14927.0,United Kingdom,2010-11-08 12:30:00
531442,356.8,208,22,14193.0,United Kingdom,2010-11-08 12:31:00
531444,161.5,164,14,12748.0,United Kingdom,2010-11-08 12:35:00
531445,151.82,126,10,17470.0,United Kingdom,2010-11-08 12:36:00
531447,133.45000000000002,59,20,17258.0,United Kingdom,2010-11-08 12:37:00
531450,378.35,193,12,14344.0,United Kingdom,2010-11-08 12:56:00
531452,136.82,186,8,14530.0,United Kingdom,2010-11-08 13:05:00
531453,168.08,114,14,13984.0,United Kingdom,2010-11-08 13:16:00
531457,85.6,24,4,13967.0,United Kingdom,2010-11-08 13:24:00
531458,303.54,140,17,17429.0,United Kingdom,2010-11-08 13:28:00
531459,383.95000000000005,125,15,15227.0,United Kingdom,2010-11-08 13:31:00
531460,214.58,204,8,17000.0,United Kingdom,2010-11-08 13:35:00
531462,302.1,204,12,17692.0,United Kingdom,2010-11-08 13:39:00
531463,143.61,97,10,16600.0,United Kingdom,2010-11-08 13:50:00
531464,655.92,528,6,16553.0,United Kingdom,2010-11-08 13:53:00
531466,573.96,332,7,16553.0,United Kingdom,2010-11-08 13:55:00
531467,817.6800000000001,424,7,16553.0,United Kingdom,2010-11-08 13:57:00
531468,529.7,276,42,14821.0,United Kingdom,2010-11-08 13:58:00
531469,674.04,676,8,16553.0,United Kingdom,2010-11-08 14:00:00
531470,301.25,165,18,15641.0,United Kingdom,2010-11-08 14:05:00
531471,0.95,1,1,14821.0,United Kingdom,2010-11-08 14:06:00
531472,907.5600000000001,708,9,16553.0,United Kingdom,2010-11-08 14:13:00
531474,405.36,936,7,16553.0,United Kingdom,2010-11-08 14:14:00
531476,521.68,492,21,15311.0,United Kingdom,2010-11-08 14:19:00
531477,725.54,406,54,13538.0,United Kingdom,2010-11-08 14:19:00
531478,2253.22,1476,132,17084.0,United Kingdom,2010-11-08 14:20:00
531479,320.1,170,13,13485.0,United Kingdom,2010-11-08 14:24:00
531480,80.7,12,2,13485.0,United Kingdom,2010-11-08 14:25:00
531481,270.05,88,19,17975.0,United Kingdom,2010-11-08 14:29:00
531482,264.95,84,8,15777.0,United Kingdom,2010-11-08 14:37:00
531484,420.85,205,44,16383.0,United Kingdom,2010-11-08 14:48:00
531485,533.86,358,32,15992.0,United Kingdom,2010-11-08 14:51:00
531486,127.34,56,13,17043.0,United Kingdom,2010-11-08 14:53:00
531487,109.8,13,2,12693.0,Germany,2010-11-08 14:57:00
531488,51.0,12,1,14460.0,United Kingdom,2010-11-08 15:00:00
531490,323.85,203,48,15005.0,United Kingdom,2010-11-08 15:09:00
